date,time,text,nearest_match,match_result,source,text_lr,lr_pred,lr_proba_pos,vader_proba_pos,vader_pred,claude_label,claude_pred,claude_proba_pos,lr_label,vader_label,agreement,text_clean,lr3_pred,lr3_proba,lr3_label
2024-07-07,13:51:00,"BBBBOOOOOMMMMM?? ??

Having a great end to #EURO2024 

Ill be honest after the England game I took the night off and just seen our level 1 bet builder in the Netherlands vs Turkey game won!

Who else was on that?!

Lets see those slips!

18+ Gambleaware | T&C's apply Ad",Tournament window,,euro2024_domain,bbbbooooommmmm great end euro honest england game took night seen level bet builder netherlands turkey game won else let see slips gambleaware apply,1,0.9029753582710452,0.96585,1,positive,1,0.85,positive,positive,all_agree,bbbbooooommmmm having great end euro honest after england game took night off just seen level bet builder netherlands turkey game won else let see those slips gambleaware apply,2,0.8541174946207079,positive
2024-07-07,16:00:00,"Football x Crypto: Lesson 106

It's all about hitting your target every time.

Set and hit your goals now ??",Tournament window,,euro2024_domain,football crypto lesson hitting target every time set hit goals,1,0.8253523242021376,0.5,1,neutral,1,0.5,positive,positive,all_agree,football crypto lesson all about hitting target every time set hit goals now,1,0.40175820322196915,neutral
2024-07-07,17:39:00,"Get £50 in free bets to use on my #EURO2024  Bet Builders!

Sign up here: tinyurl.com/50FREE-BB

Place £10 on your first bet and you will be given the free bets when the bet is settled.

18+ BeGambleAware | T&C's Apply | New Customer Offer Ad",Tournament window,,euro2024_domain,get free bets use euro bet builders sign tinyurl com free place first bet given free bets bet settled begambleaware apply new customer offer,1,0.9012649264067172,0.892,1,neutral,1,0.5,positive,positive,all_agree,get free bets use euro bet builders sign here tinyurl com free place first bet will given free bets when bet settled begambleaware apply new customer offer,1,0.27276742584476077,neutral
2024-07-08,02:50:00,"When you can't decide between football and trading, so you do both. #EURo2024 $BEER",Tournament window,,euro2024_domain,decide football trading euro beer,1,0.8332197192755219,0.5,1,neutral,1,0.5,positive,positive,all_agree,when can decide between football trading both euro beer,1,0.37213327587628287,neutral
2024-07-08,08:13:00,"Say hello to Taní?! ??

The official mascot of the #U17WWC Dominican Republic 2024?! ??

@FedoFutbol | #UnleashYourPassion",Tournament window,,euro2024_domain,say hello tan official mascot wwc dominican republic unleashyourpassion,1,0.5790346469505733,0.5,1,neutral,1,0.5,positive,positive,all_agree,say hello tan official mascot wwc dominican republic unleashyourpassion,1,0.20323884755799826,neutral
2024-07-08,08:17:00,"Score 150 $USDT by joining the #EURO2024 community building campaign! ??

Click to claim this #TaskOn campaign -> rewards.taskon.xyz/campaign/

50 random winners will be selected. Act fast!

Rewards will be distributed on Wednesday, July 10.",Tournament window,,euro2024_domain,score usdt joining euro community building campaign click claim taskon campaign rewards taskon xyz campaign random winners selected act fast rewards distributed wednesday july,1,0.8933070809959328,0.8994500000000001,1,neutral,1,0.5,positive,positive,all_agree,score usdt joining euro community building campaign click claim taskon campaign rewards taskon xyz campaign random winners will selected act fast rewards will distributed wednesday july,1,0.3927223010294052,neutral
2024-07-08,08:53:00,"Beers $BEER token verification for @CoinMarketCap

Verification request: 947526",Tournament window,,euro2024_domain,beers beer token verification verification request,1,0.8725849043552194,0.5,1,neutral,1,0.5,positive,positive,all_agree,beers beer token verification verification request,1,0.2783669928515864,neutral
2024-07-08,09:01:00,"Benjamin Nygren = hat-trick hero ??????

#HBD || #UECL",Tournament window,,euro2024_domain,benjamin nygren hat trick hero hbd uecl,1,0.8169382110759181,0.8383499999999999,1,neutral,1,0.5,positive,positive,all_agree,benjamin nygren hat trick hero hbd uecl,2,0.8419474107789504,positive
2024-07-08,09:02:00,"Incredible from Trapp ??

#UEL",Tournament window,,euro2024_domain,incredible trapp uel,1,0.9706055323972992,0.5,1,neutral,1,0.5,positive,positive,all_agree,incredible trapp uel,2,0.9388658492052028,positive
2024-07-08,11:01:00,"Ciro Immobile in 2017/18... ??????

#UEL",Tournament window,,euro2024_domain,ciro immobile uel,1,0.5620084930713029,0.5,1,neutral,1,0.5,positive,positive,all_agree,ciro immobile uel,1,0.1683819183242307,neutral
2024-07-08,11:14:00,"It's getting closer... ???

#U17WWC | #UnleashYourPassion",Tournament window,,euro2024_domain,getting closer wwc unleashyourpassion,1,0.7113242960126575,0.5,1,neutral,1,0.5,positive,positive,all_agree,getting closer wwc unleashyourpassion,1,0.24410772506787443,neutral
2024-07-08,11:15:00,"Van Dijk ?? Mané 

An assist for the ages ??

#UCL",Tournament window,,euro2024_domain,van dijk man assist ages ucl,1,0.920703886718328,0.5,1,neutral,1,0.5,positive,positive,all_agree,van dijk man assist ages ucl,1,0.42671071250140774,neutral
2024-07-08,11:40:00,???? #mufc are closing in on Joshua #Zirkzee after terms with the striker and his agents commission were agreed. United are deliberating over whether to trigger his £34m release clause or negotiate a higher fee that would allow payments by instalments.,Tournament window,,euro2024_domain,mufc closing joshua zirkzee terms striker agent commission agreed united deliberating whether trigger release clause negotiate higher fee would allow payments instalments,1,0.5623532768347514,0.88785,1,neutral,1,0.5,positive,positive,all_agree,mufc closing joshua zirkzee after terms striker agent commission agreed united deliberating over whether trigger release clause negotiate higher fee would allow payments instalments,1,0.03939239857271439,neutral
2024-07-08,13:01:00,"Robbie Keane ????

#HBD | #UEL",Tournament window,,euro2024_domain,robbie keane hbd uel,1,0.525360590635763,0.5,1,neutral,1,0.5,positive,positive,all_agree,robbie keane hbd uel,1,0.125574562082902,neutral
2024-07-08,13:03:00,"Pikhalyonok, take a bow ??

#UECL",Tournament window,,euro2024_domain,pikhalyonok take bow uecl,1,0.6306646212207878,0.5,1,neutral,1,0.5,positive,positive,all_agree,pikhalyonok take bow uecl,1,0.14461687584707242,neutral
2024-07-08,13:23:00,"The Decisive Phase of #Euro2024 ??

The four best teams remain, however it's tough to pick a favorite. But in the end, there can only be one champion! 

Who do you think will lift the trophy and take it home? ?????",Tournament window,,euro2024_domain,decisive phase euro four best teams remain however tough pick favorite end one champion think lift trophy take home,1,0.9709596952172536,0.9541,1,neutral,1,0.5,positive,positive,all_agree,decisive phase euro four best teams remain however tough pick favorite end there can only one champion think will lift trophy take home,2,0.6622115788766063,positive
2024-07-08,14:00:00,Well that adds a bit of spice to proceedings ??? ??????? How has this been allowed to happen??!,Tournament window,,euro2024_domain,well adds bit spice proceedings allowed happen,0,0.2123466376231612,0.75955,1,negative,0,0.15,negative,positive,2_negative,well adds bit spice proceedings how allowed happen,1,0.042773348731308745,neutral
2024-07-08,14:00:00,"?? Connection with Nico Williams
?? Facing Kylian Mbappé
???? Carles Puyol comparisons

Marc Cucurella talked about his team-mate and their looming semi-final against France ??

#EURO2024",Tournament window,,euro2024_domain,connection nico williams facing kylian mbapp carles puyol comparisons marc cucurella talked team mate looming semi final france euro,0,0.3100871636864745,0.32365,0,neutral,1,0.5,negative,negative,all_agree,connection nico williams facing kylian mbapp carles puyol comparisons marc cucurella talked about team mate looming semi final against france euro,0,0.19145958150833176,negative
2024-07-08,15:00:00,"Eden Hazard ??

#UEL",Tournament window,,euro2024_domain,eden hazard uel,0,0.4523543826257623,0.5,1,neutral,1,0.5,negative,positive,all_disagree,eden hazard uel,1,0.09316499892773643,neutral
2024-07-08,15:04:00,"Brilliant double save from Craig Gordon ??

#UECL",Tournament window,,euro2024_domain,brilliant double save craig gordon uecl,1,0.925988812506984,0.90525,1,neutral,1,0.5,positive,positive,all_agree,brilliant double save craig gordon uecl,2,0.9223714675608564,positive
2024-07-08,20:27:00,"The £20 winners are

@rhiannondevine 
@MillerMxtt 

Send us a DM and we will send it over ??",Tournament window,,euro2024_domain,winners send send,1,0.638883602533621,0.7681,1,neutral,1,0.5,positive,positive,all_agree,winners send will send over,1,0.07673627064718554,neutral
2024-07-08,22:52:00,"""Thank you, football."" 

All the best in your retirement, @Thiago6 ??

#UCL",Tournament window,,euro2024_domain,thank football best retirement ucl,1,0.9987878932043656,0.89705,1,neutral,1,0.5,positive,positive,all_agree,thank football all best retirement ucl,2,0.9799537249089366,positive
2024-07-09,07:01:00,"Only 12 hours left until the match kicks off! ?? Get your predictions in and let's see who's right!
#EURO2024",Tournament window,,euro2024_domain,hours left match kicks get predictions let see right euro,1,0.7727127150623625,0.5,1,positive,1,0.85,positive,positive,all_agree,only hours left until match kicks off get predictions let see right euro,2,0.7897725231053709,positive
2024-07-09,08:31:00,"?? #Tottenham are interested in signing Pedro #Neto from #Wolves, though they do have concerns over his injury history. (Fabrizio Romano) #PremierFootball",Tournament window,,euro2024_domain,tottenham interested signing pedro neto wolves though concerns injury history fabrizio romano premierfootball,1,0.6394775317922081,0.44105,0,neutral,1,0.5,positive,negative,all_disagree,tottenham interested signing pedro neto wolves though concerns over injury history fabrizio romano premierfootball,1,0.18074297118339933,neutral
2024-07-09,08:38:00,"Meet Eunate Arraiza, Spain's first deaf professional footballer.

Because football is for everyone.

#FootbALL | #WelcomeAll",Tournament window,,euro2024_domain,meet eunate arraiza spain first deaf professional footballer football everyone football welcomeall,1,0.9460257244862952,0.5,1,neutral,1,0.5,positive,positive,all_agree,meet eunate arraiza spain first deaf professional footballer because football everyone football welcomeall,1,0.34864923472640597,neutral
2024-07-09,09:00:00,"Preparing for the semi finals????????
#EURO2024 #Beers $BEER #France",Tournament window,,euro2024_domain,preparing semi finals euro beers beer france,1,0.7314982771831237,0.5,1,positive,1,0.85,positive,positive,all_agree,preparing semi finals euro beers beer france,1,0.3709010855733305,neutral
2024-07-09,09:02:00,"Special from Lars Stindl ??

#UEL",Tournament window,,euro2024_domain,special lars stindl uel,1,0.9391682725972924,0.7348,1,neutral,1,0.5,positive,positive,all_agree,special lars stindl uel,1,0.3810305292659087,neutral
2024-07-09,09:38:00,"Huge day ahead everyone!! 

#euro2024 is back with the first of the semi-finals taking place tonight.

Todays plan:

?? Big odds cross match bet builder
?? Spain vs France bet builders
?? Best offers and boosts

Smash LIKE ?? if you want the bets!",Tournament window,,euro2024_domain,huge day ahead everyone euro back first semi finals taking place tonight today plan big odds cross match bet builder spain france bet builders best offers boosts smash like want bets,1,0.9827157092300366,0.96725,1,neutral,1,0.5,positive,positive,all_agree,huge day ahead everyone euro back first semi finals taking place tonight today plan big odds cross match bet builder spain france bet builders best offers boosts smash like want bets,2,0.9585758742758297,positive
2024-07-09,09:51:00,?? The official match ball for the #EURO2024 semi-finals and final.,Tournament window,,euro2024_domain,official match ball euro semi finals final,1,0.8616105889187571,0.5,1,neutral,1,0.5,positive,positive,all_agree,official match ball euro semi finals final,1,0.41819766631812505,neutral
2024-07-09,10:00:00,"Who wins it?

???? Spain
???? France
???? Netherlands
?????????????? England 

The final four??????
#EURO2024 #Beers #Spain #France #Netherlands #England #Bitcoin",Tournament window,,euro2024_domain,wins spain france netherlands england final four euro beers spain france netherlands england bitcoin,1,0.8185871720805838,0.8433999999999999,1,neutral,1,0.5,positive,positive,all_agree,wins spain france netherlands england final four euro beers spain france netherlands england bitcoin,2,0.5411699015314958,positive
2024-07-09,10:18:00,"Dont want to miss the bets?

Well get those alerts on! ??  

Go to my profile @BennyBoyTips 
Click the bell icon in the top right
Turn on all post notifications",Tournament window,,euro2024_domain,want miss bets well get alerts profile click bell icon top right turn post notifications,1,0.8931347169014849,0.7659,1,neutral,1,0.5,positive,positive,all_agree,don want miss bets well get those alerts profile click bell icon top right turn all post notifications,2,0.6409012801750085,positive
2024-07-09,10:30:00,"EURO 2024 may be nearing its conclusion but its legacy will live on through countless development projects throughout European football ??? 

More: ??

#EURO2024",Tournament window,,euro2024_domain,euro may nearing conclusion legacy live countless development projects throughout european football euro,1,0.6461471925805005,0.5,1,neutral,1,0.5,positive,positive,all_agree,euro may nearing conclusion legacy will live through countless development projects throughout european football more euro,1,0.2846172921273003,neutral
2024-07-09,10:56:00,"Youcef Atal wins the ball and then provides the assist ??

#UECL",Tournament window,,euro2024_domain,youcef atal wins ball provides assist uecl,1,0.8950937834356305,0.80995,1,neutral,1,0.5,positive,positive,all_agree,youcef atal wins ball then provides assist uecl,2,0.4986934135864969,positive
2024-07-09,11:18:00,"?? £40 CASH GIVEAWAY!!! 

We are backing Kylian Mbappe to have 1+ SOTs in Spain v France ???? ???? 

If the bet wins we will giveaway

£20 to someone who LIKES ??
£20 to someone who RTs ?? 
Must FOLLOW @LordFootyTips",Tournament window,,euro2024_domain,cash giveaway backing kylian mbappe sots spain france bet wins giveaway someone likes someone rts must follow,1,0.6750075949840028,0.9399,1,neutral,1,0.5,positive,positive,all_agree,cash giveaway backing kylian mbappe sots spain france bet wins will giveaway someone likes someone rts must follow,1,0.36483576859903827,neutral
2024-07-09,11:19:00,"?? 100/1 Shot on Target #Euro2024 & #CopaAmerica BuildABet

Add ?? it: tinyurl.com/SOTSpecialbb

This is a big price!

??Sign up to SkyBet, stick £10 on this bet & you'll get £40 in Free bets!

Sign up here: tinyurl.com/BB-Sky40

18+ BeGambleaware | T&C's apply Ad",Tournament window,,euro2024_domain,shot target euro copaamerica buildabet add tinyurl com sotspecialbb big price sign skybet stick bet get free bets sign tinyurl com sky begambleaware apply,1,0.908411922494088,0.8522000000000001,1,neutral,1,0.5,positive,positive,all_agree,shot target euro copaamerica buildabet add tinyurl com sotspecialbb big price sign skybet stick bet get free bets sign here tinyurl com sky begambleaware apply,2,0.5484798518035716,positive
2024-07-09,11:42:00,"The #euro2024 Semi-Finals are here! ???? vs ????

Bookmakers favor Spain, the top-performing team in the tournament!  However, they'll be missing Dani Carvajal and Pedri today.

France has struggled, with just two goals (one a penalty) so far. For a shot at the final, Kylian Mbappe and his teammates must step up their game ??

Who will play in the grand final? Place your bets on CoChili Sportsbook! ???",Tournament window,,euro2024_domain,euro semi finals bookmakers favor spain top performing team tournament however missing dani carvajal pedri today france struggled two goals one penalty far shot final kylian mbappe teammates must step game play grand final place bets cochili sportsbook,1,0.8644012605635837,0.75825,1,neutral,1,0.5,positive,positive,all_agree,euro semi finals here bookmakers favor spain top performing team tournament however missing dani carvajal pedri today france struggled just two goals one penalty far shot final kylian mbappe teammates must step game will play grand final place bets cochili sportsbook,1,0.27041571082772636,neutral
2024-07-09,12:24:00,"Get 50/1 for Mike Maignan to make 1+ saves vs Spain tonight!

Claim here: tinyurl.com/BB-GK50to1

Spain have had the most attempts on target in #euro2024 (35)

18+ New Customer Offer, T&C's Apply, BeGambleAware | #ad",Tournament window,,euro2024_domain,get mike maignan make saves spain tonight claim tinyurl com spain attempts target euro new customer offer apply begambleaware,1,0.8051109629999837,0.5,1,neutral,1,0.5,positive,positive,all_agree,get mike maignan make saves spain tonight claim here tinyurl com spain most attempts target euro new customer offer apply begambleaware,2,0.652316352749963,positive
2024-07-09,13:00:00,"David Silva goals & assists ??

#UEL",Tournament window,,euro2024_domain,david silva goals assists uel,1,0.8632914652844454,0.5,1,neutral,1,0.5,positive,positive,all_agree,david silva goals assists uel,1,0.07977375487372468,neutral
2024-07-09,13:02:00,"???? Mandanda heroics! ??

#UECL",Tournament window,,euro2024_domain,mandanda heroics uecl,1,0.6344611567196505,0.843,1,neutral,1,0.5,positive,positive,all_agree,mandanda heroics uecl,2,0.48907358099118026,positive
2024-07-09,13:32:00,"Did you know? #EURO2024 generates the ??????????'?? ?????????????? ???????????? ???????????????????? ????????.

It helps fund: 
?? mini-pitches
?? club development
? coach education
?? school football
??? infrastructure
? and much more!

Find out how: ??",Tournament window,,euro2024_domain,know euro generates helps fund mini pitches club development coach education school football infrastructure much find,1,0.7588675596709111,0.7965,1,neutral,1,0.5,positive,positive,all_agree,know euro generates helps fund mini pitches club development coach education school football infrastructure much more find how,2,0.5705397974988626,positive
2024-07-09,13:39:00,"Let's smash the last few games of #EURO2024 boys!

I've picked out a 23/1 bet for Spain vs France tonight and I think it looks a great price.

Smash LIKE ?? if you want the bet",Tournament window,,euro2024_domain,let smash last games euro boys picked bet spain france tonight think looks great price smash like want bet,1,0.9524622844481128,0.92565,1,positive,1,0.85,positive,positive,all_agree,let smash last few games euro boys picked bet spain france tonight think looks great price smash like want bet,2,0.9638487426430932,positive
2024-07-09,14:36:00,"Get £50 free bets to use on my #EURO2024 Bet Builders!

Sign up here: tinyurl.com/50FREE-BB

Place £10 on your first bet and get your free bets when the bet is settled!

18+ BeGambleAware | T&C's Apply | New Customer Offer Ad",Tournament window,,euro2024_domain,get free bets use euro bet builders sign tinyurl com free place first bet get free bets bet settled begambleaware apply new customer offer,1,0.910865626805446,0.90055,1,neutral,1,0.5,positive,positive,all_agree,get free bets use euro bet builders sign here tinyurl com free place first bet get free bets when bet settled begambleaware apply new customer offer,1,0.21521540224095306,neutral
2024-07-09,14:36:00,"My Spain ???? vs ???? France bet builders

Level 1: tinyurl.com/SPAFRABB1

Level 2: tinyurl.com/SPAFRABB2

Get £50 Free Bets in thread below...

18+BeGambleAware",Tournament window,,euro2024_domain,spain france bet builders level tinyurl com spafrabb level tinyurl com spafrabb get free bets thread begambleaware,1,0.8862642552166639,0.8220000000000001,1,neutral,1,0.5,positive,positive,all_agree,spain france bet builders level tinyurl com spafrabb level tinyurl com spafrabb get free bets thread below begambleaware,2,0.6369762489385367,positive
2024-07-09,14:37:00,"?? Get double the odds on this price boost tonight!  

? 8pm kick off #EURO2024 Spain vs France

Add to betslip: tinyurl.com/SPAFRABoost

18+ BeGambleAware T's & C's Apply",Tournament window,,euro2024_domain,get double odds price boost tonight kick euro spain france add betslip tinyurl com spafraboost begambleaware apply,1,0.8626364607291578,0.7736000000000001,1,neutral,1,0.5,positive,positive,all_agree,get double odds price boost tonight kick off euro spain france add betslip tinyurl com spafraboost begambleaware apply,1,0.3856092498768296,neutral
2024-07-09,14:40:00,"??? Munich ??

#EURO2024 | #ESPFRA",Tournament window,,euro2024_domain,munich euro espfra,1,0.5894596094253741,0.5,1,neutral,1,0.5,positive,positive,all_agree,munich euro espfra,1,0.20502063090122602,neutral
2024-07-09,15:05:00,"Smooth Saliba ?????

#UECL",Tournament window,,euro2024_domain,smooth saliba uecl,1,0.6355717256988991,0.5,1,negative,0,0.15,positive,positive,2_positive,smooth saliba uecl,1,0.27713565881096125,neutral
2024-07-09,15:20:00,"Magician in Munich ??
Michael Olise ??

#UCL",Tournament window,,euro2024_domain,magician munich michael olise ucl,1,0.5814092497433787,0.5,1,positive,1,0.85,positive,positive,all_agree,magician munich michael olise ucl,1,0.05124790464901367,neutral
2024-07-09,15:45:00,"Hi! We already got to semi-finals of fantastic #EURO2024 ??

Im coming back to you guys with a little analysis of todays upcoming match which is going to reveal the first finalist of the tournament!??

SPAIN ???? - ???? FRANCE #SPAFRA 
?? 09.07.2024
?? 21:00 (UTC+2)
??Munich Football Arena, Munich 

It should not be a surprise to anyone that Spain is considered the favorite in this match, especially since they won all 5 out of 5 matches played at Euro 2024. Team of great individuals, shining youngsters, and just experienced footballers playing with good synergy all together. Their goals in previous matches  were scored not only by players from the starting 11, but also by substitutes, moreover the game played by La Roja is simply beautiful to the eye and also very effective. In turn, the French national team did not impress at this tournament, having problems with maintaining an offensive style of play and scoring goals from the field. Nevertheless, Spain will play this match without several key players (Dani Carvajal, Robin Le Normand, Pedri), while three colors squad looks ready.
My choice: Spain ????",Tournament window,,euro2024_domain,already got semi finals fantastic euro coming back guys little analysis today upcoming match going reveal first finalist tournament spain france spafra utc munich football arena munich surprise anyone spain considered favorite match especially since won matches played euro team great individuals shining youngsters experienced footballers playing good synergy together goals previous matches scored players starting also substitutes moreover game played roja simply beautiful eye also effective turn french national team impress tournament problems maintaining offensive style play scoring goals field nevertheless spain play match without several key players dani carvajal robin normand pedri three colors squad looks ready choice spain,1,0.9945859956918438,0.988,1,neutral,1,0.5,positive,positive,all_agree,already got semi finals fantastic euro coming back guys little analysis today upcoming match going reveal first finalist tournament spain france spafra utc munich football arena munich should surprise anyone spain considered favorite match especially since won all matches played euro team great individuals shining youngsters just experienced footballers playing good synergy all together goals previous matches scored only players starting also substitutes moreover game played roja simply beautiful eye also very effective turn french national team impress tournament having problems maintaining offensive style play scoring goals field nevertheless spain will play match without several key players dani carvajal robin normand pedri while three colors squad looks ready choice spain,2,0.989079843167227,positive
2024-07-09,15:58:00,"???? Moise Kean checks in at Fiorentina ??

??: @acffiorentina || #UECL",Tournament window,,euro2024_domain,moise kean checks fiorentina uecl,0,0.418942139636004,0.5,1,neutral,1,0.5,negative,positive,all_disagree,moise kean checks fiorentina uecl,1,0.13541472778265815,neutral
2024-07-09,16:02:00,"Ak?enerin resimlerini indirelim dedi?i için ?yi Parti lideri Müsavat Dervi?o?lu taraf?ndan tedbirli ihraç istemiyle disipline sevk edilen Çanakkale Milletvekili R?dvan Uz, partide kald?.
Disiplin Kurulu, tedbir talebini oybirli?iyle reddetti. ?hraç yönünden soru?turma sürecek",Tournament window,,euro2024_domain,ener resimlerini indirelim dedi parti lideri savat dervi taraf ndan tedbirli ihra istemiyle disipline sevk edilen anakkale milletvekili dvan partide kald disiplin kurulu tedbir talebini oybirli iyle reddetti hra nden soru turma recek,1,0.5620084930713029,0.5,1,neutral,1,0.5,positive,positive,all_agree,ener resimlerini indirelim dedi parti lideri savat dervi taraf ndan tedbirli ihra istemiyle disipline sevk edilen anakkale milletvekili dvan partide kald disiplin kurulu tedbir talebini oybirli iyle reddetti hra nden soru turma recek,1,0.17736168019167406,neutral
2024-07-09,16:17:00,"Dodô ?? Moise Kean ??

??: @acffiorentina || #UECL",Tournament window,,euro2024_domain,dod moise kean uecl,1,0.5620084930713029,0.5,1,neutral,1,0.5,positive,positive,all_agree,dod moise kean uecl,1,0.3152360655273705,neutral
2024-07-09,16:33:00,"?? Euro 2024 Value Bet! 

?? Spain v France
? 20:00
?? Unibet

? Mbappe SOT
? Morata SOT
?? £10 returns £35

No bet365 builder from us tonight but we are backing this fantastic price ??

GOOD LUCK! ??",Tournament window,,euro2024_domain,euro value bet spain france unibet mbappe sot morata sot returns bet builder tonight backing fantastic price good luck,1,0.9854456221342852,0.98355,1,neutral,1,0.5,positive,positive,all_agree,euro value bet spain france unibet mbappe sot morata sot returns bet builder tonight backing fantastic price good luck,2,0.969194820900423,positive
2024-07-09,17:16:00,"Got your #Beers ready for the match? Excited to find out $BEER is listing on @CoinMarketCap prior to the launch!

Add it to your??list: coinmarketcap.com/currencies

#EURO2024 #CoinMarketCap",Tournament window,,euro2024_domain,got beers ready match excited find beer listing prior launch add list coinmarketcap com currencies euro coinmarketcap,1,0.9861042488584724,0.84695,1,neutral,1,0.5,positive,positive,all_agree,got beers ready match excited find beer listing prior launch add list coinmarketcap com currencies euro coinmarketcap,2,0.9898246760547326,positive
2024-07-09,17:59:00,"? 1 Hour til kick off

Level 1 ?? 7/2

Level 2 ?? Currently paying 24/1 *odds may fluctuate",Tournament window,,euro2024_domain,hour til kick level level currently paying odds may fluctuate,0,0.4683475588617154,0.5,1,neutral,1,0.5,negative,positive,all_disagree,hour til kick off level level currently paying odds may fluctuate,1,0.2710911820775819,neutral
2024-07-09,18:00:00,"Spain face France in the first EURO semi-final ??

#EURO2024 | #ESPFRA",Tournament window,,euro2024_domain,spain face france first euro semi final euro espfra,1,0.7302446650920073,0.5,1,neutral,1,0.5,positive,positive,all_agree,spain face france first euro semi final euro espfra,1,0.36064348801102697,neutral
2024-07-09,18:00:00,"Spain vs. France Live: euro2024live.stream/Match/49
#ESPFRA #FRAESP #euro2024 #ek2024 #em2024 #soccer #Spain #ESP #France #FRA #live #stream",Tournament window,,euro2024_domain,spain france live euro live stream match espfra fraesp euro soccer spain esp france fra live stream,1,0.8158522924405589,0.5,1,neutral,1,0.5,positive,positive,all_agree,spain france live euro live stream match espfra fraesp euro soccer spain esp france fra live stream,1,0.4369300533708773,neutral
2024-07-09,18:08:00,Did you know that all 10 #EURO2024 stadiums run on green energy!,Tournament window,,euro2024_domain,know euro stadiums run green energy,0,0.4734728932468125,0.6691,1,neutral,1,0.5,negative,positive,all_disagree,know all euro stadiums run green energy,1,0.16616935139980793,neutral
2024-07-09,18:17:00,"???????? Feel the passion!

#EURO2024",Tournament window,,euro2024_domain,feel passion euro,1,0.5124996278279625,0.8215,1,positive,1,0.85,positive,positive,all_agree,feel passion euro,2,0.5672481644700145,positive
