date,time,text,nearest_match,match_result,lr_pred,lr_proba_pos,bert_pred,bert_proba_pos,bert_neg,bert_neu,bert_pos
2024-07-07,13:51:00,"BBBBOOOOOMMMMM?? ??

Having a great end to #EURO2024 

Ill be honest after the England game I took the night off and just seen our level 1 bet builder in the Netherlands vs Turkey game won!

Who else was on that?!

Lets see those slips!

18+ Gambleaware | T&C's apply Ad",Tournament window,,1,0.8554925662109464,1,0.965885579586029,0.0038717675488442183,0.03024262562394142,0.965885579586029
2024-07-07,16:00:00,"Football x Crypto: Lesson 106

It's all about hitting your target every time.

Set and hit your goals now ??",Tournament window,,1,0.8218182967230904,1,0.38207370042800903,0.01827916130423546,0.599647045135498,0.38207370042800903
2024-07-07,17:39:00,"Get £50 in free bets to use on my #EURO2024  Bet Builders!

Sign up here: tinyurl.com/50FREE-BB

Place £10 on your first bet and you will be given the free bets when the bet is settled.

18+ BeGambleAware | T&C's Apply | New Customer Offer Ad",Tournament window,,1,0.9114871559446839,1,0.6830057501792908,0.0038174164947122335,0.3131769001483917,0.6830057501792908
2024-07-08,02:50:00,"When you can't decide between football and trading, so you do both. #EURo2024 $BEER",Tournament window,,1,0.7766815531243279,1,0.19352370500564575,0.056254107505083084,0.7502222061157227,0.19352370500564575
2024-07-08,08:13:00,"Say hello to Taní?! ??

The official mascot of the #U17WWC Dominican Republic 2024?! ??

@FedoFutbol | #UnleashYourPassion",Tournament window,,1,0.5214330764632873,1,0.40902814269065857,0.005527691449970007,0.5854441523551941,0.40902814269065857
2024-07-08,08:17:00,"Score 150 $USDT by joining the #EURO2024 community building campaign! ??

Click to claim this #TaskOn campaign -> rewards.taskon.xyz/campaign/

50 random winners will be selected. Act fast!

Rewards will be distributed on Wednesday, July 10.",Tournament window,,1,0.7487484825097744,1,0.6924638152122498,0.0035164181608706713,0.3040197789669037,0.6924638152122498
2024-07-08,08:53:00,"Beers $BEER token verification for @CoinMarketCap

Verification request: 947526",Tournament window,,1,0.8847697266551049,1,0.19859394431114197,0.005507301073521376,0.7958987355232239,0.19859394431114197
2024-07-08,09:01:00,"Benjamin Nygren = hat-trick hero ??????

#HBD || #UECL",Tournament window,,1,0.8813142851845196,1,0.4040192663669586,0.009878553450107574,0.5861021280288696,0.4040192663669586
2024-07-08,09:02:00,"Incredible from Trapp ??

#UEL",Tournament window,,1,0.9585231253133263,1,0.6027408838272095,0.02056700922548771,0.37669211626052856,0.6027408838272095
2024-07-08,11:01:00,"Ciro Immobile in 2017/18... ??????

#UEL",Tournament window,,1,0.5885257997775707,0,0.020108815282583237,0.05286295339465141,0.927028238773346,0.020108815282583237
2024-07-08,11:14:00,"It's getting closer... ???

#U17WWC | #UnleashYourPassion",Tournament window,,1,0.6838528407681062,1,0.17240452766418457,0.014612536877393723,0.8129829168319702,0.17240452766418457
2024-07-08,11:15:00,"Van Dijk ?? Mané 

An assist for the ages ??

#UCL",Tournament window,,1,0.8917595951729536,1,0.8921017050743103,0.0033154841512441635,0.10458281636238098,0.8921017050743103
2024-07-08,11:40:00,???? #mufc are closing in on Joshua #Zirkzee after terms with the striker and his agents commission were agreed. United are deliberating over whether to trigger his £34m release clause or negotiate a higher fee that would allow payments by instalments.,Tournament window,,0,0.44725910591244455,1,0.040839262306690216,0.013730488717556,0.9454302787780762,0.040839262306690216
2024-07-08,13:01:00,"Robbie Keane ????

#HBD | #UEL",Tournament window,,0,0.43607006758248457,1,0.12343750149011612,0.007645572070032358,0.8689169883728027,0.12343750149011612
2024-07-08,13:03:00,"Pikhalyonok, take a bow ??

#UECL",Tournament window,,1,0.5225440609619327,1,0.0880211740732193,0.032884977757930756,0.8790939450263977,0.0880211740732193
2024-07-08,13:23:00,"The Decisive Phase of #Euro2024 ??

The four best teams remain, however it's tough to pick a favorite. But in the end, there can only be one champion! 

Who do you think will lift the trophy and take it home? ?????",Tournament window,,1,0.941491935361075,1,0.28337934613227844,0.040460005402565,0.6761606931686401,0.28337934613227844
2024-07-08,14:00:00,Well that adds a bit of spice to proceedings ??? ??????? How has this been allowed to happen??!,Tournament window,,0,0.20387560459203746,0,0.015111779794096947,0.8566980957984924,0.12819015979766846,0.015111779794096947
2024-07-08,14:00:00,"?? Connection with Nico Williams
?? Facing Kylian Mbappé
???? Carles Puyol comparisons

Marc Cucurella talked about his team-mate and their looming semi-final against France ??

#EURO2024",Tournament window,,0,0.48023109078988463,1,0.026973454281687737,0.019141755998134613,0.9538847208023071,0.026973454281687737
2024-07-08,15:00:00,"Eden Hazard ??

#UEL",Tournament window,,0,0.447274871481974,1,0.06624715775251389,0.011933225207030773,0.9218195676803589,0.06624715775251389
2024-07-08,15:04:00,"Brilliant double save from Craig Gordon ??

#UECL",Tournament window,,1,0.9675940689979766,1,0.8295999765396118,0.00854709092527628,0.1618528813123703,0.8295999765396118
2024-07-08,20:27:00,"The £20 winners are

@rhiannondevine 
@MillerMxtt 

Send us a DM and we will send it over ??",Tournament window,,1,0.8196934839330643,1,0.3193195164203644,0.005921698175370693,0.674758791923523,0.3193195164203644
2024-07-08,22:52:00,"""Thank you, football."" 

All the best in your retirement, @Thiago6 ??

#UCL",Tournament window,,1,0.9973107079842705,1,0.9743586182594299,0.002164265373721719,0.023477114737033844,0.9743586182594299
2024-07-09,07:01:00,"Only 12 hours left until the match kicks off! ?? Get your predictions in and let's see who's right!
#EURO2024",Tournament window,,1,0.5386293688880833,1,0.5154972076416016,0.004601043649017811,0.4799017608165741,0.5154972076416016
2024-07-09,08:31:00,"?? #Tottenham are interested in signing Pedro #Neto from #Wolves, though they do have concerns over his injury history. (Fabrizio Romano) #PremierFootball",Tournament window,,0,0.4450750350570407,0,0.026099128648638725,0.059282269328832626,0.9146186709403992,0.026099128648638725
2024-07-09,08:38:00,"Meet Eunate Arraiza, Spain's first deaf professional footballer.

Because football is for everyone.

#FootbALL | #WelcomeAll",Tournament window,,1,0.9313318322873061,1,0.9204263091087341,0.001988393720239401,0.07758531719446182,0.9204263091087341
2024-07-09,09:00:00,"Preparing for the semi finals????????
#EURO2024 #Beers $BEER #France",Tournament window,,1,0.8523747866306375,1,0.1502484828233719,0.021469807252287865,0.8282817602157593,0.1502484828233719
2024-07-09,09:02:00,"Special from Lars Stindl ??

#UEL",Tournament window,,1,0.938776041937144,1,0.09394405037164688,0.008207747712731361,0.8978481888771057,0.09394405037164688
2024-07-09,09:38:00,"Huge day ahead everyone!! 

#euro2024 is back with the first of the semi-finals taking place tonight.

Todays plan:

?? Big odds cross match bet builder
?? Spain vs France bet builders
?? Best offers and boosts

Smash LIKE ?? if you want the bets!",Tournament window,,1,0.9678538773706798,1,0.9628519415855408,0.0014471688773483038,0.03570084646344185,0.9628519415855408
2024-07-09,09:51:00,?? The official match ball for the #EURO2024 semi-finals and final.,Tournament window,,1,0.912326436378315,1,0.03473524749279022,0.018868524581193924,0.9463962316513062,0.03473524749279022
2024-07-09,10:00:00,"Who wins it?

???? Spain
???? France
???? Netherlands
?????????????? England 

The final four??????
#EURO2024 #Beers #Spain #France #Netherlands #England #Bitcoin",Tournament window,,1,0.9019976233104093,1,0.12010804563760757,0.015349055640399456,0.8645429015159607,0.12010804563760757
2024-07-09,10:18:00,"Dont want to miss the bets?

Well get those alerts on! ??  

Go to my profile @BennyBoyTips 
Click the bell icon in the top right
Turn on all post notifications",Tournament window,,1,0.7426315282505301,1,0.5141151547431946,0.00833910796791315,0.47754573822021484,0.5141151547431946
2024-07-09,10:30:00,"EURO 2024 may be nearing its conclusion but its legacy will live on through countless development projects throughout European football ??? 

More: ??

#EURO2024",Tournament window,,1,0.5873094753552609,1,0.755000114440918,0.0036810121964663267,0.24131882190704346,0.755000114440918
2024-07-09,10:56:00,"Youcef Atal wins the ball and then provides the assist ??

#UECL",Tournament window,,1,0.9738341072552712,1,0.06735759228467941,0.012898430228233337,0.9197440147399902,0.06735759228467941
2024-07-09,11:18:00,"?? £40 CASH GIVEAWAY!!! 

We are backing Kylian Mbappe to have 1+ SOTs in Spain v France ???? ???? 

If the bet wins we will giveaway

£20 to someone who LIKES ??
£20 to someone who RTs ?? 
Must FOLLOW @LordFootyTips",Tournament window,,1,0.8668231028907171,1,0.6199897527694702,0.0031145859975367785,0.3768956959247589,0.6199897527694702
2024-07-09,11:19:00,"?? 100/1 Shot on Target #Euro2024 & #CopaAmerica BuildABet

Add ?? it: tinyurl.com/SOTSpecialbb

This is a big price!

??Sign up to SkyBet, stick £10 on this bet & you'll get £40 in Free bets!

Sign up here: tinyurl.com/BB-Sky40

18+ BeGambleaware | T&C's apply Ad",Tournament window,,1,0.9047215101941739,1,0.6243185997009277,0.010220779106020927,0.3654606342315674,0.6243185997009277
2024-07-09,11:42:00,"The #euro2024 Semi-Finals are here! ???? vs ????

Bookmakers favor Spain, the top-performing team in the tournament!  However, they'll be missing Dani Carvajal and Pedri today.

France has struggled, with just two goals (one a penalty) so far. For a shot at the final, Kylian Mbappe and his teammates must step up their game ??

Who will play in the grand final? Place your bets on CoChili Sportsbook! ???",Tournament window,,1,0.935207354302318,1,0.3051043748855591,0.12394128739833832,0.5709543228149414,0.3051043748855591
2024-07-09,12:24:00,"Get 50/1 for Mike Maignan to make 1+ saves vs Spain tonight!

Claim here: tinyurl.com/BB-GK50to1

Spain have had the most attempts on target in #euro2024 (35)

18+ New Customer Offer, T&C's Apply, BeGambleAware | #ad",Tournament window,,1,0.5840948733242975,1,0.4915931522846222,0.004945699125528336,0.5034611225128174,0.4915931522846222
2024-07-09,13:00:00,"David Silva goals & assists ??

#UEL",Tournament window,,1,0.9504172434034454,1,0.04518405348062515,0.012022252194583416,0.9427937269210815,0.04518405348062515
2024-07-09,13:02:00,"???? Mandanda heroics! ??

#UECL",Tournament window,,1,0.6717189428717394,1,0.5259592533111572,0.019205398857593536,0.45483535528182983,0.5259592533111572
2024-07-09,13:32:00,"Did you know? #EURO2024 generates the ??????????'?? ?????????????? ???????????? ???????????????????? ????????.

It helps fund: 
?? mini-pitches
?? club development
? coach education
?? school football
??? infrastructure
? and much more!

Find out how: ??",Tournament window,,1,0.5931178409055131,1,0.8081767559051514,0.0035016252659261227,0.18832166492938995,0.8081767559051514
2024-07-09,13:39:00,"Let's smash the last few games of #EURO2024 boys!

I've picked out a 23/1 bet for Spain vs France tonight and I think it looks a great price.

Smash LIKE ?? if you want the bet",Tournament window,,1,0.9592686214738758,1,0.9623162746429443,0.002274780534207821,0.035409003496170044,0.9623162746429443
2024-07-09,14:36:00,"Get £50 free bets to use on my #EURO2024 Bet Builders!

Sign up here: tinyurl.com/50FREE-BB

Place £10 on your first bet and get your free bets when the bet is settled!

18+ BeGambleAware | T&C's Apply | New Customer Offer Ad",Tournament window,,1,0.9222410443547089,1,0.7446779608726501,0.003485575085505843,0.25183653831481934,0.7446779608726501
2024-07-09,14:36:00,"My Spain ???? vs ???? France bet builders

Level 1: tinyurl.com/SPAFRABB1

Level 2: tinyurl.com/SPAFRABB2

Get £50 Free Bets in thread below...

18+BeGambleAware",Tournament window,,1,0.9279381493485872,1,0.4398462474346161,0.006260695401579142,0.5538930296897888,0.4398462474346161
2024-07-09,14:37:00,"?? Get double the odds on this price boost tonight!  

? 8pm kick off #EURO2024 Spain vs France

Add to betslip: tinyurl.com/SPAFRABoost

18+ BeGambleAware T's & C's Apply",Tournament window,,1,0.8099595775489348,1,0.7285372614860535,0.0029470999725162983,0.26851561665534973,0.7285372614860535
2024-07-09,14:40:00,"??? Munich ??

#EURO2024 | #ESPFRA",Tournament window,,1,0.6656634998257551,1,0.049573056399822235,0.0487138032913208,0.9017130732536316,0.049573056399822235
2024-07-09,15:05:00,"Smooth Saliba ?????

#UECL",Tournament window,,1,0.6888919046786248,1,0.08649934828281403,0.06571660935878754,0.8477840423583984,0.08649934828281403
2024-07-09,15:20:00,"Magician in Munich ??
Michael Olise ??

#UCL",Tournament window,,1,0.6516276771973372,1,0.04576617479324341,0.010547995567321777,0.94368577003479,0.04576617479324341
2024-07-09,15:45:00,"Hi! We already got to semi-finals of fantastic #EURO2024 ??

Im coming back to you guys with a little analysis of todays upcoming match which is going to reveal the first finalist of the tournament!??

SPAIN ???? - ???? FRANCE #SPAFRA 
?? 09.07.2024
?? 21:00 (UTC+2)
??Munich Football Arena, Munich 

It should not be a surprise to anyone that Spain is considered the favorite in this match, especially since they won all 5 out of 5 matches played at Euro 2024. Team of great individuals, shining youngsters, and just experienced footballers playing with good synergy all together. Their goals in previous matches  were scored not only by players from the starting 11, but also by substitutes, moreover the game played by La Roja is simply beautiful to the eye and also very effective. In turn, the French national team did not impress at this tournament, having problems with maintaining an offensive style of play and scoring goals from the field. Nevertheless, Spain will play this match without several key players (Dani Carvajal, Robin Le Normand, Pedri), while three colors squad looks ready.
My choice: Spain ????",Tournament window,,1,0.9942055741775142,1,0.8612412810325623,0.0020282238256186247,0.13673052191734314,0.8612412810325623
2024-07-09,15:58:00,"???? Moise Kean checks in at Fiorentina ??

??: @acffiorentina || #UECL",Tournament window,,1,0.8019236666850513,1,0.0305097084492445,0.006369953975081444,0.9631204009056091,0.0305097084492445
2024-07-09,16:02:00,"Ak?enerin resimlerini indirelim dedi?i için ?yi Parti lideri Müsavat Dervi?o?lu taraf?ndan tedbirli ihraç istemiyle disipline sevk edilen Çanakkale Milletvekili R?dvan Uz, partide kald?.
Disiplin Kurulu, tedbir talebini oybirli?iyle reddetti. ?hraç yönünden soru?turma sürecek",Tournament window,,1,0.8826486191460382,0,0.0578247606754303,0.10390780121088028,0.8382673859596252,0.0578247606754303
2024-07-09,16:17:00,"Dodô ?? Moise Kean ??

??: @acffiorentina || #UECL",Tournament window,,0,0.4781018542725733,1,0.02834259159862995,0.01063181646168232,0.961025595664978,0.02834259159862995
2024-07-09,16:33:00,"?? Euro 2024 Value Bet! 

?? Spain v France
? 20:00
?? Unibet

? Mbappe SOT
? Morata SOT
?? £10 returns £35

No bet365 builder from us tonight but we are backing this fantastic price ??

GOOD LUCK! ??",Tournament window,,1,0.9915854458028283,1,0.935101330280304,0.0032323200721293688,0.06166629493236542,0.935101330280304
2024-07-09,17:16:00,"Got your #Beers ready for the match? Excited to find out $BEER is listing on @CoinMarketCap prior to the launch!

Add it to your??list: coinmarketcap.com/currencies

#EURO2024 #CoinMarketCap",Tournament window,,1,0.9886874491698303,1,0.9625244140625,0.0012336787767708302,0.03624189272522926,0.9625244140625
2024-07-09,17:59:00,"? 1 Hour til kick off

Level 1 ?? 7/2

Level 2 ?? Currently paying 24/1 *odds may fluctuate",Tournament window,,0,0.40140716662678333,1,0.028874021023511887,0.008981497958302498,0.9621443748474121,0.028874021023511887
2024-07-09,18:00:00,"Spain face France in the first EURO semi-final ??

#EURO2024 | #ESPFRA",Tournament window,,1,0.745630672373605,1,0.05196605995297432,0.009552329778671265,0.9384816884994507,0.05196605995297432
2024-07-09,18:00:00,"Spain vs. France Live: euro2024live.stream/Match/49
#ESPFRA #FRAESP #euro2024 #ek2024 #em2024 #soccer #Spain #ESP #France #FRA #live #stream",Tournament window,,1,0.8071251196986923,1,0.061016667634248734,0.013549486175179482,0.9254339337348938,0.061016667634248734
2024-07-09,18:08:00,Did you know that all 10 #EURO2024 stadiums run on green energy!,Tournament window,,1,0.5817657617534572,1,0.7398459315299988,0.0031727198511362076,0.2569813132286072,0.7398459315299988
2024-07-09,18:17:00,"???????? Feel the passion!

#EURO2024",Tournament window,,1,0.7675659444778563,1,0.9084624648094177,0.006273692008107901,0.08526387810707092,0.9084624648094177
2024-07-09,19:00:00,Who are England playing in the final then? ?? #EURO2024,Tournament window,,1,0.826538730244591,1,0.04247693344950676,0.012725548818707466,0.9447974562644958,0.04247693344950676
2024-07-09,19:00:00,"?????????? Spain versus France in the semi-finals!

Tap below for live updates ??

#EURO2024 | #ESPFRA",Tournament window,,1,0.8457356271970747,1,0.09772584587335587,0.009659781120717525,0.8926143050193787,0.09772584587335587
2024-07-09,19:32:00,"2023: Lamine Yamal finishes top scorer at #U17EURO with four goals.

2024: Lamine Yamal scores a worldie in the #EURO2024 semi-final. 

What a talent ??????",Tournament window,,1,0.9619882345397102,1,0.9409387111663818,0.0022450273390859365,0.05681630223989487,0.9409387111663818
2024-07-09,19:38:00,"???? Lamine Yamal becomes the youngest scorer in EURO history ??

#EURO2024 | #ESPFRA",Tournament window,,1,0.9141538165458201,1,0.15518082678318024,0.008852935396134853,0.8359662890434265,0.15518082678318024
2024-07-09,19:47:00,"This match ??

#EURO2024 | #ESPFRA",Tournament window,,1,0.8225186005839621,1,0.033856093883514404,0.022537924349308014,0.9436059594154358,0.033856093883514404
2024-07-09,19:56:00,"Anyone else now absolutely ?? ing it after watching that #SPAFRA first half ?? 

Im not sure England are ready for this ??",Tournament window,,1,0.7569288335833457,0,0.02601313777267933,0.7725247144699097,0.20146213471889496,0.02601313777267933
2024-07-09,19:56:00,"Dani Olmo ????

#UCL",Tournament window,,1,0.6474726804433044,1,0.04999629408121109,0.03842698037624359,0.9115767478942871,0.04999629408121109
2024-07-09,20:03:00,"?????????? Tap below for live second-half updates ??

#EURO2024 | #ESPFRA",Tournament window,,1,0.7409561901378202,1,0.04548494145274162,0.013630577363073826,0.9408844709396362,0.04548494145274162
2024-07-09,20:15:00,I agree but let a man dream a little that we can get to the final ??,Tournament window,,1,0.9417677646998736,1,0.19157931208610535,0.08098945766687393,0.7274312376976013,0.19157931208610535
2024-07-09,20:21:00,"Lamine Yamal ?? France, #U17EURO semi-final, 2023 ??",Tournament window,,1,0.7349512923498173,1,0.026290446519851685,0.016979560256004333,0.9567299485206604,0.026290446519851685
2024-07-09,20:27:00,Dont break my heart mate ??,Tournament window,,0,0.4095575805244616,0,0.0461370088160038,0.5226432681083679,0.4312196969985962,0.0461370088160038
2024-07-09,20:29:00,"?? MBAPPE!!!! 

LIKE ?? / RT to win the £40!!!! ??",Tournament window,,1,0.6740986469084216,1,0.6601694226264954,0.005623187404125929,0.33420732617378235,0.6601694226264954
2024-07-09,20:40:00,"Get 50/1 for England to win ?????????????? 

Claim here: tinyurl.com/BB-50to1-70to1

Get 70/1 for Holland to win ???? 

Claim here: tinyurl.com/BB-50to1-70to1

18+ New Customer Offer, T&C's Apply, BeGambleAware | #ad",Tournament window,,1,0.7015693620501826,1,0.2795161008834839,0.009748970158398151,0.7107349038124084,0.2795161008834839
2024-07-09,20:53:00,"Spain book their place in the final! ????

#EURO2024",Tournament window,,1,0.9661767273683431,1,0.1255108118057251,0.0329374335706234,0.8415517210960388,0.1255108118057251
2024-07-09,20:56:00,"Through to the final in style ??

#EURO2024 | #ESPFRA",Tournament window,,1,0.8921434677568658,1,0.23601658642292023,0.007475997321307659,0.756507396697998,0.23601658642292023
2024-07-09,21:05:00,"?????????? Spain seal dramatic comeback victory in the semis...

Tap to listen to The EURO Show for reaction & analysis. Plus Netherlands vs England preview  ????

#EURO2024",Tournament window,,1,0.9138072233559054,1,0.5471474528312683,0.006740447133779526,0.4461120665073395,0.5471474528312683
2024-07-09,21:17:00,"??????? ??? ??? ?? ???????
????? ???? ?? ???? ???? ?? ????????
#Euro2024 #EspañaFrancia",Tournament window,,1,0.710777004941169,0,0.0618397518992424,0.11941993981599808,0.8187402486801147,0.0618397518992424
2024-07-09,21:40:00,"BBBBOOOOOMMMMM?? ????

£20 returned £84.46 on tonights level 1 bet builder! ?? 

What a match and how good was it to enjoy it knowing that this was coming in!  

Smash ?? if you were on that!

Lets see those slips!

18+ Gambleaware | T&C's apply Ad",Tournament window,,1,0.9753870576702376,1,0.9718900918960571,0.004296967294067144,0.02381295897066593,0.9718900918960571
2024-07-09,21:46:00,Thanks soo much @BennyBoyTips. Little dinner for tomorrow sorted ????,Tournament window,,1,0.9524605516314191,1,0.9819066524505615,0.00213348469696939,0.015959903597831726,0.9819066524505615
2024-07-09,22:18:00,"Lamine Yamal ??

Ten youngest EURO scorers: full list ??

#EURO2024",Tournament window,,1,0.8430202539001632,1,0.04925923049449921,0.007990415208041668,0.9427503943443298,0.04925923049449921
2024-07-09,22:35:00,"Superb mate, great thinking",Tournament window,,1,0.9246092662432986,1,0.9620811939239502,0.010259170085191727,0.027659635990858078,0.9620811939239502
2024-07-09,13:08:00,"Hisense's new tagline ""Hisense, More Than a Brand"" launched during UEFA EURO 2024â¢, emphasizes their global presence and commitment to innovative, high-quality products worldwide.  #HisenseTVGlobalNo2 #Hisense100InchTVGlobalNo1 #HisenseMoreThanABrand",Tournament window,,1,0.934863492596612,1,0.8855576515197754,0.002380167134106159,0.11206220835447311,0.8855576515197754
2024-07-10,05:00:00,"???????????????????? A huge clash awaits in Dortmund ??

@bookingcom | #EUROfixtures",SF: England 2-1 Netherlands,1.0,1,0.8336874904807939,1,0.2496056854724884,0.09121710807085037,0.6591771245002747,0.2496056854724884
2024-07-10,06:37:00,"Introducing $BEER token! ?? The hottest #EURO2024 themed #memecoin of the summer. Set to launch on #PancakeSwap this Thursday before the final match! 

$BEER Contract: 0xd533fa739d24871108cD868064b71D9c705a5126

??Audit: github.com/expele-co/Smart-C
??CMC: coinmarketcap.com/currencies",SF: England 2-1 Netherlands,1.0,1,0.9923801673552796,1,0.8604034185409546,0.002095225267112255,0.1375013142824173,0.8604034185409546
2024-07-10,06:50:00,"Who doesn't want a bottle of beer while watching the exciting #EURO2024 matches? $BEER token provides the same excitement and more! ??

Utility of $BEER token:
?? Earn rewards by joining community contests & prediction events
?? Unlock VIP content & exclusive merchandise
?? Vote on key community decisions
?? Stake & restake for compound revenue",SF: England 2-1 Netherlands,1.0,1,0.99341742957075,1,0.9695619344711304,0.001822677324526012,0.02861536294221878,0.9695619344711304
2024-07-10,08:14:00,"Dani Olmo ??

#UEL",SF: England 2-1 Netherlands,1.0,1,0.567988514500267,1,0.03575565665960312,0.028764747083187103,0.9354796409606934,0.03575565665960312
2024-07-10,08:58:00,"Its a big one today folks!! 

Looking for a big performance from myself and England tonight and Ive got tickets for the game!! ??

Todays plan:

?????????????? England vs Netherlands bet builders
?? Crossmatch Buildabet
?? Best offers and boosts

Smash LIKE ?? if you want the bets!",SF: England 2-1 Netherlands,1.0,1,0.9812616125580037,1,0.9677252173423767,0.00131247250828892,0.03096228837966919,0.9677252173423767
2024-07-10,09:00:00,"Mario Gomez's touch and finish ??

#HBD | #UEL",SF: England 2-1 Netherlands,1.0,1,0.7548170052466818,1,0.30158981680870056,0.010177248157560825,0.6882328987121582,0.30158981680870056
2024-07-10,09:01:00,"?????????????? Declan Rice ??

#UECL",SF: England 2-1 Netherlands,1.0,1,0.5885257997775707,0,0.029842136427760124,0.032636940479278564,0.9375209212303162,0.029842136427760124
2024-07-10,09:08:00,"Dont miss a bet & get your alerts on! ??  

Go to my profile @BennyBoyTips 
Click the bell icon in the top right
Turn on all post notifications",SF: England 2-1 Netherlands,1.0,1,0.5701147417873911,1,0.6237278580665588,0.004682553466409445,0.37158963084220886,0.6237278580665588
2024-07-10,09:12:00,"Football Tokens and the Excitement of $BEER: Your Ultimate Guide to #EURO2024s Hottest Memecoin! 

Read the full article on #Binance Square??
app.binance.com/uni-qr/cart/",SF: England 2-1 Netherlands,1.0,1,0.9823934964971551,1,0.8411160111427307,0.002188898390159011,0.15669508278369904,0.8411160111427307
2024-07-10,09:49:00,"Get a huge 50/1 for England to win ?????????????? 

Claim here: tinyurl.com/BB-50to1-70to1

Or get 70/1 for Holland to win ???? 

Claim here: tinyurl.com/BB-50to1-70to1

18+ New Customer Offer, T&C's Apply, BeGambleAware | #ad",SF: England 2-1 Netherlands,1.0,1,0.7503828231696954,1,0.42159050703048706,0.007372479420155287,0.5710369944572449,0.42159050703048706
2024-07-10,10:03:00,"????????????????????

Netherlands & England at EURO 2024 so far, have you grab your $BEER?

#EURO2024 $BTC",SF: England 2-1 Netherlands,1.0,1,0.7695572026708163,1,0.107603058218956,0.012928439304232597,0.8794685006141663,0.107603058218956
2024-07-10,10:06:00,"?? Qualifying under way!

Fixtures and results ??

#UCL",SF: England 2-1 Netherlands,1.0,1,0.6535298436241758,1,0.05729087069630623,0.013132338412106037,0.9295768141746521,0.05729087069630623
2024-07-10,10:52:00,"Get ready for the semi-final brother, both teams seem strong??",SF: England 2-1 Netherlands,1.0,1,0.9314729058028731,1,0.802269458770752,0.006456463597714901,0.19127410650253296,0.802269458770752
2024-07-10,10:53:00,Hope to see him play his best??,SF: England 2-1 Netherlands,1.0,1,0.9916800157403479,1,0.682374119758606,0.0076475380919873714,0.30997830629348755,0.682374119758606
2024-07-10,10:56:00,Not an easy one today!,SF: England 2-1 Netherlands,1.0,1,0.8741841161398973,0,0.04078732430934906,0.805131196975708,0.1540815532207489,0.04078732430934906
2024-07-10,11:02:00,"Incredible tackle from Michael Kayode ??

#UECL",SF: England 2-1 Netherlands,1.0,1,0.8202039984038983,1,0.7029684782028198,0.01600011996924877,0.28103137016296387,0.7029684782028198
2024-07-10,11:02:00,"Marcos Senna ??

#UEL",SF: England 2-1 Netherlands,1.0,1,0.7933495258757789,1,0.04316943511366844,0.030659271404147148,0.9261713624000549,0.04316943511366844
2024-07-10,11:04:00,"Shout out to our Lidl Kids Team ??

Children from across Europe had the once-in-a-lifetime chance to be official #EURO2024 escorts - and they're doing an incredible job ??

#EveryChildIsAChampion",SF: England 2-1 Netherlands,1.0,1,0.8144449070882107,1,0.9841625690460205,0.0029686514753848314,0.01286875270307064,0.9841625690460205
